DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,PFr2,PFr3,PFr4,PFr5,PFr6,year,variety,Total_Poids
75.5,39,45.5,216,85.6,18,73,35,48.19,39,22.12,2,17.89,7,R100,7.6,54,130,168,,,,,2021,1,298
71.4,45,34,205,73.06,55.4,51.7,10,9.1,5,,,,,R26,7.26,59,128,117,118,138,,,2021,1,501
68,30,40.5,131,57.44,24,15.52,1.5,,,,,,,R69,5.3,16,,,,,,,2021,2,0
65.5,43,37.5,90,67,10.5,,,,14.5,,,,,R36,6.5,31,200,187,,,,,2019,1,387
77,42,38,59,112.4,97.9,37.1,3,9.9,11.2,,,,,R 31,6.5,67,170,150,80,,,,2022,2,400
76,52,33.5,164,67.8,67,42.5,49.5,26,33,13.9,17,,,R20,6.5,49,222,102,,,,,2022,1,324
75,35,36,202.2,65.7,26,65.3,90.9,38.8,14,,,,,R 147,6.7,47,120,,,,,,2022,2,120
62,32,36,122,57,111,51,8,42.23,28.9,24.44,38,,,R70,8.33,,,,,,,,2021,2,0
76,52,33.5,171,84.2,110.7,35.2,67,21,17.9,,,,,R34,8,47,194,,,,,,2022,1,194
71,33,44.6,27,35.5,134,24,54,,,,,,,R62,8,84,113,122.8,112,,,,2021,2,347.8
73,50,39,80,29.3,5,18.4,12.7,10.9,4.2,,,,,R2,5.9,50,104,,,,,,2022,1,104
68,30,40.5,54,77.17,144,36.93,49.5,24.5,18,,,,,R49,7.4,55,158,127.49,,,,,2021,2,285.49
71.3,40,36.8,152.8,,4,,,,,,,,,R 15,7.8,77.6,130,130,90,,,,2022,2,350
67,32,32,211.5,48.92,14,34.5,49,13.8,4,,,,,R76,6.9,47,133.37,133.37,,,,,2021,2,266.74
58.8,26,34,65,67.03,45,23.02,3,12.68,32.3,7.52,22,,,R30,3.46,20,,,,,,,2021,2,0
73,51,35.5,117.5,72.8,72,15.8,31,,,,,,,R94,5.6,32,,,,,,,2021,1,0
64.5,54.5,38,57,75,23,,20.5,,,,,,,R92,9,83,144,217,201,175,168,,2019,1,905
58.8,41,32,233.5,67.6,57,,,,,,,,,R24,5.45,25,137.23,,,,,,2021,2,137.23
75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,41.5,,,R9,6.3,36,135,,,,,,2022,1,135
59.5,31,33,20,,,,,,,0,0,0,0,R68,5.5,32,114,98,,,,,2019,2,212
77,6,36.5,278,37.77,20.4,21.91,4.5,9.8,43.7,,,,,R102,3.4,12,,,,,,,2021,2,0
71.5,31,40.3,171,39.02,3,,,,,,,,,R100,7.11,58,116.76,116.76,,,,,2021,2,233.52
69.5,55,34,173,89.8,15,61,7,31.8,51,16.9,31.5,,,R108,7.26,50,167,180,184,,,,2021,1,531
77,42,38,59,112.4,27.6,45.2,4,20,5.4,16.6,50.5,,,R 27,5.9,35.8,170,,,,,,2022,2,170
71,52,36,223,97.53,64,31.88,17.2,24.8,10.5,36.89,3,,,R92,8.59,59,174,193,205,144,,,2021,1,716
68,34,30.5,154,33.33,53.5,28.5,1,23.19,2,12.14,9.8,,,R100,8.09,68,134,156,,,,,2021,2,290
67,32,33,191.5,41,0,28,7,,,,,,,R112,6,53,123,105,,,,,2021,2,228
69.5,63,37.6,252,67.76,24,48.27,12,50.25,47,34.6,11,24.13,41.5,R98,10.63,67,205,124,124,120,,,2021,1,573
71.3,32.5,41.6,123,,22,9.3,4,,,,,,,R 81,5.7,75,130,100,110,,,,2022,2,340
75,55,34.3,188.1,77,18.5,42.5,34,34.33,6,24.8,12,,,R141,10,66,,138,164,254,204,,2021,1,760
69,34,28.5,28,48.5,66.5,,,,,,,0,0,R60,6,40,138,61,,,,,2019,2,199
69.5,55,34,173,89.8,51,,,,,,,,,R119,6.37,35,230,266,,,,,2021,1,496
75,25,32.7,212.8,77.5,13,46.1,52.5,2.8,13.2,,,,,R 85,4.7,64,170,,,,,,2022,2,170
64.5,54.5,38,30.5,105.5,27,,,,,,,,5,R115,17,120,189,206,186,,,,2019,1,581
71,33,44.6,26,31,196,,,,,,,,,R111,7.3,42.5,235,134,,,,,2021,2,369
75,31.5,35,190.5,77.7,53,36.1,49.3,27.4,10.5,,,,,R 117,7.2,36.7,120,,,,,,2022,2,120
75,34,41,217,122.1,10,81.7,42,26,3,15.2,7,,,R113,7.4,78.5,79,149,103,,,,2022,1,331
71,50,36.5,208,60,28,61.48,29,18.7,4,,,,,R6,6,48,130,113,110,103,,,2021,1,456
75,42,35.5,196.5,90,11,61.5,5.5,29.8,17.5,17.5,12.5,,,R22,5.3,34.5,82,128,109,,,,2022,1,319
71,52,37,184,65.8,9,22.26,12.5,,,,,,,R111,6.48,27.5,82,,,,,,2021,1,82
64,51,117,130,69,-5,,,,,,,,,R53,12,94,137,143,154,126,145,169,2019,1,874
59,55,34,50,,,,,,,,3,8,9.5,R12,6,33,134,153,,,,,2019,1,287
71,52,37,184,65.8,54,26.44,27,9.42,20,,,,,R113,5.4,26,117,148,,,,,2021,1,265
64.5,54.5,38,43,43,49,,,,,,,,5,R66,7,62,200,199,196,,,,2019,1,595
65.5,43,37.5,90,67,10.5,,1.5,,,,,,,R51,6.5,39,207,223,,,,,2019,1,430
71,48,37,218,67.8,51,45.5,22,32.64,10,,,,,R39,4.91,34.5,180,86,,,,,2021,1,266
72,33,44,74,98.5,113,90,117,54.4,3,13.6,11,10,7,R 100,7.3,62,120,90,80,,,,2022,2,290
69,34,32,3,42.5,16,,,,,,,0,0,R102,6,54,72,,,,,,2019,2,72
66.5,40,39,58,14.2,7.3,,,,,,,0,0,R3,7.1,1.6,72,,,,0,0,2019,2,72
81,21,36,277,44,47,,,,,,,,,R140,6.5,46,170,160,170,,,,2022,2,500
71.5,44,32,233,51,31,33.28,26,,,,,,,R133,7,41,116.76,116.76,,,,,2021,2,233.52
72,44,33,157,66,47,30,12,,,,,,,R 22,5.6,34,150,70,,,,,2022,2,220
66,25,30,67,48.5,58.5,17.6,0.5,,,,,,,R 49,8.5,80.5,70,50,80,,,,2022,2,200
77,24,33.5,60,17.67,15,,,,,,,,,R149,7.16,90.4,105,81,58.75,,,,2021,2,244.75
59.5,31,34,62,45,1,,,,,0,0,0,0,R43,7.5,52.5,,,,,,,2019,2,0
64.5,54.5,38,3.5,47.5,8,,,,,,,,,R149,6.5,59,173,160,153,,,,2019,1,486
77,45,25.5,67,40.32,93.6,,,,,,,,,R4,8.62,67,131,105,98,96,,,2021,2,430
71,47,40.5,175,46.6,44,41,58,27.4,19,20.6,15.5,10.02,3,R83,5.14,34,185,173,182,198,,,2021,1,738
77,27,37,155,56.8,60,51.7,68,22.03,19,12.77,2.5,,,R136,6.18,35,,,,,,,2021,2,0
70,57,35,129,21.9,9,,,,,,,,,R86,8.14,88,126,76,77,79,107,,2021,1,465
76,53,38,126,114,108,40.2,38,25.3,28,19.4,35.9,,,R86,9,52,209,173,184,,,,2022,1,566
64.5,34,33,0,,,,,,,,,,,R5,16,129,162,136,210,218,140,130,2019,2,996
73,45,39,225,83.03,15,75.3,22.5,52,48,40.5,11,22.18,22,R157,15,77,251,178,222,219,194,237,2021,1,1301
76,53,44,212,86.1,64,71.7,29,59.7,81.5,19.1,22.5,,,R65,9.3,49,170,,,,,,2022,1,170
75,31.5,35,197,78,51.5,60.6,2.8,27.4,32.8,,,,,R 122,6.7,25.7,160,80,,,,,2022,2,240
65.5,43,37.5,90,67,10.5,,,,,,5.5,,,R43,11,81,180,128,153,163,,,2019,1,624
69,34,32,25,18,17,,,,,,,0,0,R92,7.5,40,110,120,,,,,2019,2,230
81,14,37,117,81,107,75,46,65,8,23.2,2.3,,,R16,6.4,70,130,110,,,,,2022,2,240
62,30,31,186,39.34,23,50.8,11,16.9,8,,,,,R129,5.66,,141,,,,,,2021,2,141
71,33,44.6,27,35.5,197.5,19,2,,,,,,,R78,6,42,122.8,,,,,,2021,2,122.8
62,30,31,173,19.11,17,,,,,,,,,R122,3.9,,,,,,,,2021,2,0
64.5,54.5,38,36,72,2,,,,3.5,,,,,R46,10.5,40,201,188,223,193,,,2019,1,805
72,40,34,244.8,63.7,38,30.5,68,6.1,12.7,,,,,R 139,7.8,42,170,,,,,,2022,2,170
65.5,43,37.5,54,62.5,11,,7,,,,,,,R12,7.5,56,131,184,132,,,,2019,1,447
60,50,108,41,82,12.5,67,31,25,6,,5.5,,,R95,19,43,125,197,,,,,2019,1,322
75,55,34.3,188.1,77,18.5,,,,,,,,,R139,7.33,63,174,133,176,,,,2021,1,483
62,32,36,61,52.9,33,12.3,3.5,,,,,,,R50,4.8,,128.51,,,,,,2021,2,128.51
59.5,31,33,52,53,44,,,,,0,0,0,0,R53,10,77,172,148,180,154,,,2019,2,654
73,72,91.2,41,87,65.2,85.8,8,50.8,46.2,15.3,9.2,,,R9,4.1,20,117,,,,,,2022,1,117
66.5,40,31.5,56,48.52,23,,,,,,,0,0,R57,7.36,26,138,148,,,0,0,2019,2,286
71.4,45,34,205,73.06,24,45.21,54.5,43.46,19.2,19.86,7,,,R24,5.4,27,,,,,,,2021,1,0
55.5,51,27.3,21,8.21,0,,,,,,,0,0,R19,10.82,137,166,222,170,188,74,,2019,2,820
76,53,44,137,77,61,61.4,15,31.9,2.5,22.1,9,15.7,21,R50,5.1,35,37,,,,,,2022,1,37
75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,8.9,25.6,2.5,R4,6.2,34,192,157,,,,,2022,1,349
71,47,40.5,205,99.09,35,66.27,27,57.77,38.4,32.16,26,23.1,9.5,R105,10.46,51,207,167,143,,,,2021,1,517
71,33,34.2,249,40,92,,,,,,,,,R45,6.8,24.5,0,,,,,,2021,2,0
71,62,35,110,53.03,43,21.66,62.5,11.07,8.1,,,,,R40,9.44,58,129,84,192,,,,2021,1,405
55.5,51,31.5,15.5,21.19,12.5,,,,,,,0,0,R45,6.96,62,134,148,,,,,2019,2,282
71,33,44.6,27,35.5,195.5,28,5,,,,,,,R77,6,22,124,112,,,,,2021,2,236
71,33,44.6,27,35.5,186.5,62.5,99,5,11,26,30,,,R71,6.2,43,122.8,122.8,,,,,2021,2,245.6
71.5,31,40.3,270.5,35.6,28,,,,,,,,,R111,6.66,41,,,,,,,2021,2,0
62,30.4,30,219,30.95,72.1,,,,,,,,,R96,5.53,,,,,,,,2021,2,0
73,58,243,36.2,84.2,36,49.1,47.1,12.9,2.8,,,,,R71,9,76,128,120,118,111,70,117,2022,1,664
75,60,41,117,79.1,105,23.5,19,,,,,,,R21,7.5,32,171,145,130,,,,2022,1,446
77,35,38,89,72.3,81,69.23,47,60,57,32.26,8.5,27.8,11,R77,8.15,60,131.98,131.98,,,,,2021,2,263.96
76,52,33.5,164,67.8,67,42.5,39.5,32.5,2,,,,,R13,12.2,105,156,205,137,,,,2022,1,498
77,40,37,274.5,54.8,37,25.15,8,21.3,31,13,1,,,R117,6.92,22,131.98,131.98,,,,,2021,2,263.96
71,41,38,134,78.5,27,59.8,67,50.9,43.5,,,,,R60,9.34,68,139,127,,161,152,,2021,1,579
64.5,54.5,38,36,72,2,,,50.5,60,20.5,12,,,R47,5.5,24.5,,,,,,,2019,1,0
71,52,36,223,97.53,56,9.09,1,,,,,,,R89,4.73,25,145,116,,,,,2021,1,261
71.4,34,36.1,204,99.93,10,64.35,32,31.48,1.9,21.8,1,12.03,29.8,R47,5.39,14,112,122,,,,,2021,1,234
59.5,31,34,66,48,25,30,10.5,13,18.5,0,0,0,0,R29,8.5,82,172,136,,,,,2019,2,308
55.5,51,31.5,42,18.5,-5.5,25.83,7.5,,,,,0,0,R31,5.02,1.5,188,,,,,,2019,2,188
70,57,35,199,81.9,66,58.44,23,19.8,5,,,,,R112,7.24,29,148,166,,,,,2021,1,314
73,37,36,202,87.6,88.3,67.4,80.5,21.5,10,15.7,0.5,,,R 24,7.8,52.5,,,,,,,2022,2,0
71,48,37,218,67.8,12,36.8,6,,,,,,,R35,9.4,76.5,143,138,139,133,,,2021,1,553
75,34,40,86,35.8,0,13.5,9,9.2,2.5,,,,,R 106,5.8,53,90,,,,,,2022,2,90
72,44,33,109,44.2,1,,,,,,,,,R 14,6.2,63,60,,,,,,2022,2,60
69,34,37,68,15.5,33,,,,,,,0,0,R34,9,90,190,134,,,,,2019,2,324
69.5,62,31.5,147,75.8,9,30.5,17.4,21.23,22,14.88,20,,,R51,6.9,51,102,,,,,,2021,1,102
75,34,35.3,237.5,70.2,40.5,36,3,17.7,33.5,,,,,R 64,6.2,49.2,80,,,,,,2022,2,80
70,71,40.5,97,74.2,74,79.8,9,38.07,49,7.14,2,,,R17,4.42,27.3,138,141,121,,,,2021,1,400
77,46.5,38,242,50.3,12,36.6,25,,,,,,,R49,14.67,102,131.98,161,,,,,2021,2,292.98
71,50,36.5,208,60,10,16.72,38,,,,,,,R3,4.8,35,186,,,,,,2021,1,186
72,33,44,198,58.4,3,11.5,17.2,,,,,,,R 109,5.7,57,130,130,,,,,2022,2,260
70,71,40.5,187,34.5,63,26.4,18,25.4,4,20.15,23,15.25,10,R46,7,47,95,143,208,164,,,2021,1,610
62,30.4,30,272.4,17.9,29,,,,,,,,,R108,4.31,,,,,,,,2021,2,0
71,47,40.5,175,46.6,44,41,13,29,44.5,,,,,R79,9.32,59,177,,,,,,2021,1,177
68,33,35,95,56.8,0,31.5,12.3,,,,,,,R88,10,24,140,110,,,,,2022,2,250
77,46.5,38,59,87.6,131,51.18,31.5,,,,,,,R30,5.53,14,131.98,,,,,,2021,2,131.98
77,8,34.5,100,6.5,5,22.4,13,17.7,67.5,,,,,R12,5.8,49,58,,,,,,2021,2,58
65.5,43,37.5,47,61,11,,0,,,,,,,R19,6,47,120,151,131,,,,2019,1,402
69.5,63,37.6,90,38.48,5,31.19,4.5,11.5,8.5,,,,,R64,6.34,32,,,,,,,2021,1,0
69.5,63,37.6,252,67.76,24,48.27,12,50.25,21,,,,,R94,7.2,49,143,161,152,138,,,2021,1,594
64,51,85,46,48.5,25,,12,,,,,,,R77,6,33,152,119,,,,,2019,1,271
67,32,32,163,21,2.5,5.4,4,,,,,,,R70,3.4,15.5,174,,,,,,2021,2,174
66,22.5,34,102,59.9,27.5,47,1.5,,,,,,,R 73,6.3,41.7,90,,,,,,2022,2,90
73,45,39,225,83.03,15,75.3,22.5,52,48,37.9,61,18.7,8,R155,8.1,54,232,100,44,206,216,,2021,1,798
71,33,44.6,27,35.5,186.5,62.5,99,5,34,,,,,R74,5.3,33,122.8,134,162,,,,2021,2,418.8
77,40,37,258.5,,,,,,,,,,,R114,11.3,64.5,135,,,,,,2021,2,135
67,32,33,197,65.3,63.5,34.9,94,18.82,39.5,,,,,R127,7.9,31,110,133.37,,,,,2021,2,243.37
68,34,30.5,208.3,52.8,71,,,,,,,,,R113,11.54,60,149,,,,,,2021,2,149
72,40,34,244.8,63.7,32,12.6,2.3,,,,,,,R 137,10,90,160,170,130,180,140,,2022,2,780
69,34,32,3.5,,,,,,,,,0,0,R90,5,4,160,,,,,,2019,2,160
71,48,37,175,62.9,58,,,,,,,,,R12,10.5,88,118,138,137,139,96,132,2021,1,760
75,51,40,58,34.26,1,,,,,,,,,R74,9.77,104,75,86,96,76,70,,2021,1,403
67,32,33,197,65.3,63.5,34.9,99,13.8,3,,,,,R129,7.3,58,133.37,133.37,133.37,133.37,,,2021,2,533.48
69.5,49,35.4,224.5,80.06,6,,,,,,,,,R35,9.16,62,169,156,164,143,139,,2021,1,771
77,42,38,241.2,60,26.3,32.9,37.5,8.1,3,,,,,R 64,9,71,170,180,190,120,,,2022,2,660
71,48,37,218,67.8,12,30.27,14,13.67,15,,,,,R28,5,35,156,,,,,,2021,1,156
71,47,40.5,205,99.09,35,67.3,6,30.8,21,25.4,6,,,R88,16.21,87,,,,,,,2021,1,0
62,32,36,61,,,,,,,,,,,R49,6.82,,122,128.51,,,,,2021,2,250.51
76,53,38,126,114,108,40.2,38,25.3,28,19.4,11,,,R83,8.1,43,116,145,,,,,2022,1,261
75,58,37,89,41.81,79.5,26.79,26,20.07,29,15.8,7.5,10.4,3,R54,7.39,85,143,144,140,139,146,,2021,1,712
73,45,39,135,81.9,35,71.6,51,36.13,37,26.8,11,,,R135,7.9,67,158,173,155,172,188,172,2021,1,1018
75,35,36,202.2,65.7,26,65.3,76.7,27.6,2.5,13.1,9,,,R 144,12.4,90,150,90,130,120,,,2022,2,490
69.5,55,34,173,89.8,15,61,7,31.8,4,,,,,R104,7.7,51,117,200,161,,,,2021,1,478
73,58,106,36.2,77,16,40.2,14.5,28.6,4.3,16.5,26.2,,,R61,7.8,67,148,156,,,,,2022,1,304
73,45,39,75,36.9,6,10.7,7.5,,,,,,,R118,5.8,64,128,87,91,81,,,2021,1,387
68,30,40.5,54,77.17,111,,,,,,,,,R44,5.4,34,127.49,127.49,,,,,2021,2,254.98
71.5,45,32,93,,,,,,,,,,,R14,8.44,66.2,146,133,,,,,2021,2,279
75,25,32.7,273.8,52.8,20,20.4,12.5,8.5,35,,,,,R 95,13.1,115,,,,,,,2022,2,0
73,72,215.2,41,59.8,81,,,,,,,,,R49,5.8,41,,,,,,,2022,1,0
77,35,38,89,72.3,81,69.23,47,60,28,,,,,R70,6.8,65,,,,,,,2021,2,0
64.5,54.5,38,9,30.5,5,,,,18,,,,,R87,7,10.5,162,147,169,138,,,2019,1,616
72,44,33,62,43,0,32,5,,,,,,,R 2,7.6,47,160,,,,,,2022,2,160
71,47,40.5,136,76.35,8,33.6,25,15.7,24,,,,,R65,5.51,52,113,143,,,,,2021,1,256
60,50,113.5,80,54,60,19,15,1.5,32,,,,7,R18,13.5,87.5,229,147,193,203,,,2019,1,772
69,34,37,20,53,12,,,,,,,0,0,R53,7.5,62,140,134,142,124,,,2019,2,540
71.3,40,36.8,301.8,,5,,,,,,,,,R 35,14.5,114.5,170,140,130,,,,2022,2,440
77,46.5,38,59,87.6,131,51.18,47,,,,,,,R31,15.79,104,144,131.98,180,,,,2021,2,455.98
71.5,31,40.3,63,83.5,214,44.59,4,26.5,34,,,,,R82,4.7,19,91,116.76,,,,,2021,2,207.76
77,46,26.2,206.6,53.7,0,14.5,13.5,,,,,,,R 17,8,68.5,160,160,130,,,,2022,2,450
58.8,35,28,322.5,46,10,23.44,53.5,,,,,,,R93,6.46,49,137.23,,,,,,2021,2,137.23
71.5,31,40.3,63,83.5,13,12.9,21,,,,,,,R60,6.66,59.4,90,91,,,,,2021,2,181
77,24,33.5,208.5,57.9,11,15.3,3,,,,,,,R167,4.52,23,123.51,123.51,,,,,2021,2,247.02
62,32,36,44,44,123,15.17,10,,,,,,,R47,5.13,,128.51,,,,,,2021,2,128.51
75,51,40,142,104,22,64.7,40,46.3,23,,,,,R104,6.88,72,101,93,96,92,123,,2021,1,505
76,52,33.5,171,84.2,110.7,35.2,67,21,14,,,,,R33,7.7,39,189,142,,,,,2022,1,331
62,25.5,35.5,181,12.3,3.5,,,,,,,,,R22,4.45,,,,,,,,2021,2,0
73,41,34,137.4,40.24,24.04,29.33,201.4,16.93,4.09,12.35,6.2,,,R6,7.05,20.2,105,102,112,,,,2021,1,319
65.5,43,37.5,167,49,13,,,,,,,,,R86,6.5,42,207,253,209,,,,2019,1,669
71.4,45,36,131,73.8,22,14.8,5,12.8,11,,,,,R69,6.36,55,134,132,128,,,,2021,1,394
64,51,85,46,48.5,5,,,,,,,,12,R100,6,38,135,197,,,,,2019,1,332
71,55,37,70,50,20,27,30,11.13,13,,,,,R30,6.28,35.5,116,86,120,,,,2021,1,322
81,14,37,117,81,107,75,46,65,15,28.3,1.8,,,R18,6,25,140,130,,,,,2022,2,270
59.5,31,36,0,40,32,22,26,,,0,0,0,0,R93,8,49,,,,,,,2019,2,0
66,20,44,219,47,33.3,,,,,,,,,R 39,4.2,23.7,200,,,,,,2022,2,200
71,47,40.5,205,99.09,35,67.3,41,31.26,20,16.88,8,,,R93,7.88,43,154,,,,,,2021,1,154
65.5,43,37.5,48,71,26,,,39,3.5,11,2.5,,,R129,10,36,209,198,191,,,,2019,1,598
71,50,36.5,208,80.9,30,35.7,5,28.9,1,,,,,R13,5.7,40,80,98,,,,,2021,1,178
77,46.5,38,244,54.27,43,27.2,29,,,,,,,R53,8.8,60,123,113,131.98,,,,2021,2,367.98
77,46,26.2,66.5,47.1,105.5,15,4.5,,,,,,,R 5,5.9,54.5,,,,,,,2022,2,0
81,25,30,107,,,,,,,,,,,R81,4.8,23,180,140,,,,,2022,2,320
70,57,35,129,21.9,9,,,,,,,,,R87,7.54,63,97,132,107,88,,,2021,1,424
69,34,37,65,53.5,13,44,7,,,,,0,0,R55,8,64,108,154,136,110,,,2019,2,508
72,44,33,157,66,47,30,22,17.3,25,,,,,R 23,5.8,41,130,190,,,,,2022,2,320
71,50,36.5,208,60,28,61.48,57,,,,,,,R8,8.17,68,145,30,38,,,,2021,1,213
64.5,54.5,38,36,72,2,,,,,,-4,,,R50,10.5,34,211,173,,,,,2019,1,384
69.5,63,37.6,235,97.14,24.2,23.5,20,,,,,,,R88,8.4,59,155,186,206,170,,,2021,1,717
76,43,45,144,113.8,129,46.6,11,20,3,,,,,R106,10.1,73,106,179,,,,,2022,1,285
81,25,30,168.5,27.8,69,,,,,,,,,R85,9,27,120,,,,,,2022,2,120
73,45,39,127,52.35,31,28.31,33,26.6,16,6.11,5,,,R125,5.8,44,118,,,,,,2021,1,118
58.8,36,29,139,30,13,,,,,,,,,R107,7.95,108.5,153,137.23,137.23,122,,,2021,2,549.46
71.3,40,36.8,190.8,,80,52.4,39,31.9,17,,,,,R 24,10,78.5,,,,,,,2022,2,0
62,25.5,35.5,134,,,,,,,,,,,R7,6.8,,128.51,128.51,,,,,2021,2,257.02
66.5,40,39,32,60,-3,,,,,,,0,0,R30,8.55,105,174,140,,,0,0,2019,2,314
64.5,34,33,46,,,,,,,,,,,R2,10,59.5,166,,,,,,2019,2,166
66,20,44,87,70,59,45,57,38.6,41,,,,,R 11,9.3,60,110,150,140,,,,2022,2,400
73,52,42,133,63.34,2,32.95,4,,,,,,,R54,15.21,121,130,106,154,160,,,2021,1,550
73,37,36,166,,,,,,,,,,,R 12,7,47.2,,,,,,,2022,2,0
73,41,34,160.9,68.27,12,20.62,62,8.54,2.9,,,,,R16,7.05,32,113,140,155,,,,2021,1,408
62,30,31,186,39.34,23,22.98,78.5,,,,,,,R135,4.6,,128.51,,,,,,2021,2,128.51
59,55,34,24,,9,14,10,,,,,,,R88,7.5,43,148,140,209,,,,2019,1,497
71.3,40,36.8,131.5,,11.2,23.5,7,,,,,,,R 12,11.2,79.7,110,120,110,,,,2022,2,340
71.5,45,32,221.8,45.21,10.4,37.7,20,,,,,,,R25,6.36,37,,,,,,,2021,2,0
73,52,42,91,48.1,47,45.65,42,26.78,38.5,13.92,6,,,R47,7.02,25.4,169,,,,,,2021,1,169
73,59,38,55,29.1,45,,,,,,,,,R85,7,40,126,,,,,,2022,1,126
69,34,34,9,55,22,,,,,,,0,0,R2,8,91,150,104,,,,,2019,2,254
64.5,54.5,38,11,54.5,6,,8.5,14,5,,,,,R18,7,65.5,129,146,,,,,2019,1,275
64,51,85,46,20,11,,,,-5,,,,,R73,9,58,183,180,,,,,2019,1,363
71,47,40.5,223,80.97,26,57.43,70,50.3,8,12.95,35,16,1.5,R114,8.8,64,184,201,100,187,138,,2021,1,810
73,52,42,91,48.1,7,32.67,23,23.48,1,,,,,R37,6.02,59.2,85,74,79,81,80,,2021,1,399
66,22.5,34,227,44.3,101.5,,,,,,,,,R 92,7.5,58,160,,,,,,2022,2,160
71,47,40.5,175,46.6,44,41,62,26.5,4,21.9,36,,,R87,10.02,70,171,172,189,200,,,2021,1,732
81,14,37,263,54.8,3,27,48,,,,,,,R27,6.5,57,130,130,120,100,80,,2022,2,560
71.5,31,40.3,103,34.8,119.5,21.09,44,,,,,,,R97,6.8,63,116.76,,,,,,2021,2,116.76
77,46.5,38,199,17.8,24.5,,,,,,,,,R42,6.08,54,132,111,104,,,,2021,2,347
66.5,40,29.5,5.5,30.88,38,,,,,,,0,0,R88,9.35,80,210,194,258,,0,0,2019,2,662
73,37,36,160,31.7,83.7,,,,,,,,,R 10,5.6,54.9,,,,,,,2022,2,0
75,50,36,117,86.42,165,61.24,35.5,30.37,6,15.78,10,,,R20,7.59,56,138,239,,,,,2021,1,377
75,48,43,135,78.6,54,25.2,4,20.4,59,,,,,R38,6.6,53,147,125,,,,,2022,1,272
77,37,41,91,102.8,84.5,54.2,48,73.3,4,27.8,1.5,,,R 73,5,23,130,,,,,,2022,2,130
66,20,44,174,73.8,28,34.4,0,12.7,28,,,,,R 23,5.3,36,,,,,,,2022,2,0
64.5,54.5,38,38,56.5,69,,,,32.5,,,,,R24,7,45,154,184,201,,,,2019,1,539
75,50,36,117,86.42,6,50.24,22,14.7,1,10.44,7.2,,,R5,6.42,53,132,130,,,,,2021,1,262
73,45,39,127,52.35,31,28.31,33,26.6,13,,,,,R124,5.8,17,124,,,,,,2021,1,124
68,36,32,281.2,26,3,,,,,,,,,R79,7.5,70,110,130,60,,,,2022,2,300
71,62,35,140,67.46,35,53.01,7,44.78,5,24.47,42,,,R47,8.03,59,163,194,213,,,,2021,1,570
73,46,32,72,69.4,68.7,40,5,21,25.4,,,,,R 68,6,37.2,,,,,,,2022,2,0
71.5,31,40.3,187,30.6,8,,,,,,,,,R101,5.2,28,116.76,,,,,,2021,2,116.76
73,72,63.2,41,81.3,10,,,,,,,,,R1,6.5,81,453,47,75,102,,,2022,1,677
68,26,34.5,66,90,115.7,30.5,3,13,17.4,,,,,R38,7.4,65,170,150,,,,,2022,2,320
73,51,35.5,59,33,16,18.6,23.4,,,,,,,R82,11.67,98.2,81,107,88,120,128,,2021,1,524
60,50,113,6,76,8,53,9,25,5,,,,,R50,7.5,31,194,156,189,,,,2019,1,539
68,34,30.5,121,,,,,,,,,,,R91,6.2,74.7,84,114,120,65,,,2021,2,383
75.5,41,39.4,130,52,23.5,49.6,75.5,36.3,46,18.5,26,,,R44,6.3,32,158,156,,,,,2021,1,314
71,55,37,200,72.35,48,76.7,22,40.5,21.5,,,,,R39,5.7,27,209,,,,,,2021,1,209
81,19,40,289.5,29.8,1.3,,,,,,,,,R71,10.5,105,170,140,,,,,2022,2,310
75,38,37,36,51.9,4,29.7,90.6,,,,,,,R44,5.8,51,109,95,,,,,2022,1,204
69.5,49,35.4,32,39.46,6.5,24.81,31,15.9,13.8,10.69,22.5,,,R6,5.5,33,161,129,116,,,,2021,1,406
69.5,63,37.6,100,77.7,62,27.77,44,26.6,15,18.28,37.5,,,R82,7,55,188,172,164,,,,2021,1,524
77,6,36.5,78,68.49,103,29.38,139.5,,,,,,,R55,5.5,36,181,144,,,,,2021,2,325
76,52,33.5,171,84.2,107.7,46,37,,,,,,,R27,9.3,80,71,127,78,,,,2022,1,276
73,50,39,117,93.8,14,21.2,127,,,,,,,R8,5.2,23,126,,,,,,2022,1,126
62,25.5,35.5,181,,,,,,,,,,,R33,4.8,,173,146,132,,,,2021,2,451
73,92,128,37.2,71.4,4,35.5,2.7,23.8,43,,,,,R82,9.5,69,137,,,,,,2022,1,137
68,36,32,225.7,80.5,60,11.4,13.7,,,,,,,R73,6,30,,,,,,,2022,2,0
73,72,91.2,41,87,65.2,85.8,85.2,10.5,1.6,,,,,R18,8.3,51,212,122,132,24,,,2022,1,490
67,32,32,211.5,48.92,14,34.5,44,8.9,7,,,,,R75,4.19,19.5,145,,,,,,2021,2,145
67,32,32,273.8,36.5,13.5,17.8,3.4,12.64,18.5,,,,,R89,7.51,58.6,133.37,133.37,133.37,154,133.37,,2021,2,687.48
73,51,35.5,117.5,72.8,185,56.04,16,33.23,3,18.72,28,,,R115,5.7,26,164,95,89,,,,2021,1,348
